Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148,Var149,Var150,Var151,Var152,Var153,Var154,Var155,Var156,Var157,Var158,Var159,Var160,Var161,Var162,Var163,Var164,Var165,Var166,Var167,Var168,Var169,Var170,Var171,Var172,Var173,Var174,Var175,Var176,Var177,Var178,Var179,Var180,Var181,Var182,Var183,Var184,Var185,Var186,Var187,Var188,Var189,Var190,Var191,Var192,Var193,Var194,Var195,Var196,Var197
0.73415,0.67507,0.81466,0.70997,0.6631,0.69591,0.78185,0.81161,0.74754,0.69591,0.85491,0.75365,0.74033,0.74442,0.75952,0.61615,0.64963,0.6683,0.62612,0.73229,0.65387,0.58668,0.71622,0.72091,0.73177,0.62299,0.6224,0.68095,0.71213,0.68646,0.81146,0.76875,0.67924,0.75521,0.69747,0.66518,0.83958,0.80171,0.71674,0.8849,0.69479,0.66153,0.7881,0.72768,0.64531,0.69851,0.75677,0.65536,0.7122,0.76317,0.75313,0.80112,0.70528,0.62716,0.69085,0.60833,0.70216,0.86935,0.69754,0.8532,0.70685,0.79851,0.81771,0.72307,0.81146,0.65945,0.69122,0.73504,0.73824,0.63237,0.67671,0.6651,0.76302,0.71458,0.67924,0.69219,0.57768,0.7564,0.60223,0.79546,0.81942,0.62961,0.81525,0.75677,0.70997,0.61786,0.77091,0.74375,0.70625,0.69435,0.77775,0.69591,0.64278,0.78036,0.69903,0.81942,0.70685,0.68021,0.64115,0.68281,0.72143,0.86317,0.7651,0.70365,0.67723,0.7,0.66882,0.70685,0.69301,0.77507,0.77671,0.80484,0.71161,0.74695,0.7532,0.70372,0.69747,0.6715,0.75372,0.65841,0.63661,0.90365,0.67664,0.74591,0.6875,0.49606,0.84442,0.7631,0.70796,0.72098,0.78185,0.78653,0.83728,0.69271,0.72262,0.79435,0.83244,0.64591,0.78966,0.77552,0.77515,0.66942,0.80372,0.67091,0.66838,0.81458,0.70997,0.86265,0.75156,0.68705,0.72865,0.53914,0.69747,0.7131,0.73862,0.67195,0.72865,0.65997,0.73549,0.82969,0.57567,0.81563,0.73958,0.80841,0.71987,0.7375,0.75432,0.74427,0.78646,0.76942,0.70536,0.64449,0.74747,0.74382,0.82991,0.8006,0.70312,0.75997,0.78289,0.77924,0.77872,0.67046,0.81518,0.72723,0.74591,0.61741,0.77879,0.76927,0.5901,0.72254,0.79442,0.77827,0.86801,0.76778,0.67195,0.63028,NaN
0.70015,0.68601,0.6756,0.73445,0.71272,0.64226,0.69085,0.62552,0.76562,0.66101,0.70007,0.6939,0.60424,0.62812,0.62552,0.62723,0.59167,0.65424,0.47351,0.72359,0.64799,0.65164,0.64695,0.68914,0.7064,0.67664,0.65015,0.54174,0.64688,0.65692,0.67671,0.6465,0.71414,0.77046,0.58028,0.70647,0.64234,0.75937,0.63705,0.72098,0.60484,0.61637,0.68028,0.75424,0.53869,0.60126,0.65223,0.66406,0.59382,0.68021,0.73088,0.66741,0.67991,0.58616,0.6183,0.68296,0.73289,0.73445,0.67083,0.73408,0.55231,0.69799,0.67671,0.65156,0.70171,0.66518,0.73445,0.67083,0.72403,0.68393,0.65729,0.73765,0.64077,0.55692,0.65789,0.49807,0.62507,0.70573,0.66198,0.65938,0.66146,0.52999,0.67917,0.58765,0.6971,0.48177,0.64554,0.63192,0.66213,0.70022,0.68437,0.65476,0.62991,0.6849,0.71324,0.61771,0.60007,0.58609,0.6064,0.74494,0.62612,0.71146,0.69702,0.66577,0.58802,0.62775,0.6683,0.65632,0.59754,0.61518,0.60417,0.68542,0.57969,0.5558,0.71101,0.62106,0.68132,0.6875,0.6532,0.55372,0.69844,0.65327,0.69814,0.67366,0.60275,0.60372,0.73333,0.72716,0.73958,0.71615,0.65841,0.69241,0.65015,0.65171,0.6407,0.73757,0.66406,0.58497,0.74539,0.65223,0.72344,0.61563,0.70216,0.49226,0.66875,0.76734,0.67522,0.71198,0.71057,0.64487,0.60536,0.57716,0.70007,0.52403,0.59226,0.51726,0.66161,0.56168,0.6183,0.64807,0.63438,0.684,0.69442,0.75164,0.67054,0.64338,0.6651,0.68452,0.62359,0.69375,0.68802,0.67716,0.57835,0.66429,0.74174,0.71466,0.634,0.72091,0.67299,0.62054,0.70335,0.56875,0.73132,0.67552,0.6506,0.60007,0.65938,0.6689,0.60119,0.56458,0.60312,0.61823,0.67567,0.66414,0.5622,0.63824,NaN
0.71272,0.7599,0.78698,0.64688,0.6314,0.61719,0.6314,0.78705,0.71257,0.77969,0.69286,0.7032,0.8064,0.81882,0.76622,0.67299,0.51882,0.68646,0.67344,0.67351,0.55432,0.57046,0.81562,0.62969,0.72195,0.65469,0.64695,0.74286,0.72507,0.77455,0.71414,0.71622,0.60469,0.72039,0.81042,0.69702,0.77351,0.76778,0.70365,0.82612,0.66726,0.72775,0.68854,0.69688,0.73653,0.73036,0.71987,0.74539,0.70952,0.75112,0.74122,0.77984,0.69859,0.59859,0.64754,0.62976,0.63906,0.83437,0.56674,0.82254,0.64494,0.70208,0.72664,0.67664,0.82976,0.6724,0.675,0.74174,0.78557,0.6224,0.86466,0.57507,0.73132,0.6933,0.72031,0.64591,0.57188,0.70685,0.64018,0.74591,0.79487,0.51443,0.80632,0.75945,0.6939,0.59018,0.82359,0.70997,0.83185,0.6564,0.68757,0.75781,0.64546,0.78705,0.69963,0.71049,0.81875,0.68601,0.75945,0.68341,0.63646,0.75424,0.75632,0.7407,0.63705,0.78185,0.72552,0.70938,0.73408,0.7849,0.80216,0.82403,0.84226,0.7599,0.6974,0.78557,0.78438,0.59382,0.61563,0.64948,0.68914,0.77507,0.72723,0.63296,0.67872,0.58296,0.79487,0.75729,0.69591,0.6683,0.85104,0.72671,0.72835,0.67664,0.7564,0.79375,0.69851,0.67656,0.76094,0.75112,0.7131,0.70945,0.72292,0.66094,0.71882,0.74226,0.67202,0.72247,0.77403,0.60625,0.71362,0.61458,0.6625,0.72292,0.65781,0.67552,0.70424,0.71682,0.74219,0.67403,0.60737,0.75372,0.81205,0.79219,0.58609,0.61622,0.67664,0.63132,0.64851,0.8032,0.55893,0.64807,0.77515,0.72879,0.81786,0.68229,0.75997,0.74167,0.72083,0.65171,0.81265,0.58028,0.79375,0.58393,0.71198,0.61369,0.75945,0.68132,0.6532,0.78237,0.80945,0.70372,0.78095,0.82031,0.74129,0.69963,NaN
0.59613,0.6933,0.64539,0.67612,0.60737,0.66518,0.70112,0.67671,0.63869,0.67143,0.65751,0.65729,0.64606,0.67932,0.53088,0.67813,0.50015,0.68132,0.59747,0.62865,0.6471,0.7247,0.72612,0.68393,0.66354,0.6756,0.76979,0.62835,0.65223,0.65156,0.5776,0.70052,0.67872,0.6401,0.6032,0.60841,0.64948,0.52307,0.68289,0.69688,0.67865,0.62664,0.6407,0.66466,0.59583,0.63966,0.74063,0.72775,0.62106,0.62827,0.67865,0.61622,0.58705,0.74643,0.58408,0.70885,0.66518,0.66362,0.61577,0.66622,0.65945,0.62091,0.6526,0.61317,0.63385,0.61622,0.64487,0.72515,0.62522,0.58289,0.63348,0.79271,0.67917,0.66406,0.63497,0.65104,0.71778,0.71004,0.65484,0.54494,0.58452,0.46034,0.61786,0.64479,0.61674,0.54025,0.59643,0.60885,0.66302,0.58549,0.58036,0.70893,0.6683,0.64234,0.6683,0.65015,0.62299,0.69323,0.66979,0.64583,0.60945,0.65015,0.72083,0.71042,0.5715,0.70052,0.68497,0.65737,0.52374,0.6506,0.66786,0.62723,0.7215,0.67247,0.7433,0.7032,0.66049,0.64911,0.64174,0.68289,0.58713,0.62917,0.66153,0.6308,0.6099,0.58408,0.6439,0.73132,0.72932,0.69234,0.68132,0.68705,0.52738,0.64635,0.61064,0.60424,0.63192,0.57768,0.78393,0.61563,0.70588,0.69182,0.61882,0.61518,0.75223,0.65573,0.79799,0.67254,0.65521,0.70841,0.725,0.56987,0.53862,0.60945,0.77872,0.65893,0.625,0.63132,0.64539,0.59271,0.68452,0.61615,0.65781,0.64955,0.5631,0.64427,0.66317,0.67917,0.61823,0.68244,0.63296,0.69501,0.61049,0.66518,0.62106,0.6532,0.67865,0.65632,0.59487,0.6756,0.58549,0.59807,0.64591,0.72984,0.53601,0.58043,0.67932,0.57604,0.58021,0.72202,0.66682,0.68817,0.58311,0.6558,0.6256,0.53914,NaN
0.70848,0.74018,0.63601,0.67924,0.71689,0.57455,0.73564,0.70156,0.75417,0.7683,0.67924,0.76369,0.68341,0.67292,0.63073,0.62827,0.62187,0.72507,0.52872,0.72775,0.61882,0.67768,0.64487,0.67143,0.68244,0.70997,0.66369,0.5907,0.68542,0.72671,0.64025,0.66629,0.62872,0.76525,0.72507,0.66064,0.64963,0.65417,0.67976,0.69702,0.5715,0.60491,0.59382,0.66153,0.61161,0.62731,0.66265,0.66823,0.66987,0.74687,0.76942,0.72158,0.64033,0.61845,0.61101,0.659,0.63705,0.69799,0.5625,0.69762,0.60022,0.68028,0.66525,0.60885,0.68088,0.67872,0.73862,0.7375,0.67195,0.67039,0.72708,0.69807,0.70119,0.60484,0.66935,0.57515,0.70841,0.7474,0.69219,0.64479,0.70625,0.61332,0.67396,0.67307,0.79814,0.5776,0.64658,0.5715,0.66004,0.72626,0.65833,0.77143,0.69033,0.74219,0.75908,0.60625,0.66674,0.68713,0.69182,0.73348,0.5657,0.675,0.74807,0.69494,0.65573,0.66317,0.68497,0.69487,0.59859,0.65372,0.72396,0.72083,0.6651,0.64435,0.68393,0.65022,0.66362,0.68646,0.66987,0.58914,0.6526,0.65432,0.59606,0.71533,0.69129,0.62768,0.6625,0.83757,0.75729,0.65469,0.75945,0.6247,0.56786,0.659,0.59799,0.74487,0.62448,0.53393,0.79955,0.63452,0.73073,0.61667,0.66257,0.63393,0.70104,0.69963,0.69189,0.67865,0.78973,0.73341,0.67515,0.62612,0.72299,0.59382,0.64018,0.64018,0.63765,0.66272,0.68601,0.68348,0.61771,0.66004,0.72046,0.73393,0.63408,0.71004,0.59115,0.66057,0.61525,0.78542,0.60781,0.70424,0.62314,0.71533,0.65841,0.65945,0.71629,0.80945,0.63445,0.61533,0.63564,0.58229,0.66674,0.70469,0.63289,0.55528,0.64792,0.65744,0.71161,0.59062,0.71042,0.63177,0.61421,0.68705,0.58199,0.64241,NaN
0.66109,0.73028,0.73862,0.65476,0.58929,0.7032,0.77679,0.77604,0.64844,0.70007,0.73497,0.69859,0.66726,0.73594,0.58958,0.65588,0.51719,0.7131,0.58132,0.5814,0.60268,0.63132,0.73289,0.75007,0.76109,0.70945,0.75796,0.65372,0.65781,0.73557,0.67515,0.68348,0.64382,0.73452,0.75268,0.58616,0.68765,0.6599,0.69903,0.71525,0.65327,0.62314,0.72768,0.54226,0.53192,0.61949,0.634,0.71875,0.58289,0.69948,0.70223,0.76272,0.55335,0.75647,0.58341,0.64702,0.6907,0.82351,0.65885,0.78356,0.67158,0.72872,0.7064,0.68125,0.72827,0.62403,0.71414,0.69635,0.71205,0.66153,0.7099,0.70171,0.87359,0.65744,0.63757,0.57879,0.64226,0.75833,0.58854,0.66615,0.63698,0.5003,0.72344,0.69859,0.64866,0.58854,0.6221,0.61786,0.68348,0.75491,0.70469,0.7407,0.58147,0.70104,0.73876,0.7151,0.68914,0.7564,0.67046,0.74754,0.5756,0.71198,0.75796,0.72046,0.64792,0.62098,0.73028,0.61726,0.58869,0.64903,0.71302,0.73177,0.78438,0.76153,0.75216,0.66845,0.70476,0.65469,0.64851,0.66674,0.64687,0.75484,0.67887,0.66585,0.63348,0.49382,0.71823,0.80893,0.7099,0.71354,0.75268,0.63147,0.68296,0.7439,0.64851,0.68601,0.73438,0.5657,0.7532,0.71213,0.73646,0.67031,0.6933,0.6407,0.76406,0.71577,0.70491,0.80208,0.70379,0.65476,0.72775,0.48497,0.61101,0.67768,0.6532,0.60841,0.69338,0.60908,0.65632,0.71629,0.63698,0.78973,0.70119,0.7407,0.55647,0.71161,0.69688,0.70796,0.65015,0.72656,0.72604,0.67768,0.70491,0.68668,0.7256,0.72143,0.65223,0.6183,0.6131,0.70335,0.67054,0.57865,0.72976,0.65729,0.64487,0.52455,0.76406,0.67359,0.53921,0.74635,0.67656,0.72083,0.74494,0.7157,0.63356,0.60439,NaN
0.666,0.61004,0.67775,0.77515,0.80625,0.66734,0.575,0.5747,0.76585,0.70484,0.66801,0.6782,0.7253,0.68147,0.61949,0.56674,0.64397,0.68348,0.60171,0.73914,0.50759,0.48936,0.6689,0.61109,0.66882,0.54546,0.54695,0.67738,0.71897,0.67455,0.70476,0.73185,0.62359,0.72976,0.61994,0.8,0.65789,0.77106,0.59129,0.72612,0.69851,0.68698,0.68869,0.68452,0.65528,0.71458,0.61674,0.61429,0.6628,0.67001,0.67247,0.63281,0.76406,0.43906,0.61019,0.64851,0.67046,0.65327,0.75439,0.68802,0.66042,0.57723,0.70476,0.61741,0.67039,0.64129,0.65015,0.74814,0.65759,0.60379,0.61168,0.52195,0.5657,0.74018,0.73921,0.64278,0.52515,0.61949,0.64658,0.74293,0.77001,0.59896,0.62522,0.61882,0.74687,0.61533,0.73906,0.67247,0.67247,0.71562,0.63147,0.58609,0.69219,0.69658,0.6526,0.69814,0.65952,0.55476,0.59382,0.63028,0.69911,0.69189,0.62507,0.63445,0.60908,0.69435,0.65067,0.65327,0.6686,0.77567,0.69918,0.75543,0.62054,0.59129,0.61317,0.65729,0.76265,0.55647,0.64702,0.684,0.67679,0.66882,0.71146,0.68281,0.70372,0.50811,0.68876,0.65432,0.59606,0.6872,0.69807,0.71094,0.66287,0.67351,0.7378,0.7189,0.70804,0.70484,0.62046,0.69487,0.57262,0.65022,0.75744,0.60484,0.60647,0.68914,0.61875,0.64449,0.67403,0.5939,0.64799,0.68973,0.7439,0.66369,0.59234,0.59129,0.72924,0.73229,0.73296,0.63966,0.55126,0.69747,0.6808,0.68296,0.73281,0.60685,0.66116,0.63445,0.71726,0.65647,0.55908,0.59509,0.66562,0.65052,0.71176,0.76369,0.73497,0.69807,0.67723,0.62656,0.7,0.63356,0.65952,0.5872,0.73713,0.61071,0.65647,0.67195,0.71257,0.55126,0.70647,0.63199,0.64985,0.69234,0.6224,0.76198,NaN
0.78467,0.65372,0.72768,0.7657,0.78132,0.64226,0.6532,0.69025,0.75952,0.80164,0.73668,0.775,0.80647,0.73452,0.75692,0.60729,0.73765,0.67716,0.67664,0.78281,0.54814,0.59241,0.75632,0.63601,0.73125,0.57039,0.56563,0.74918,0.78765,0.73698,0.73906,0.7474,0.62039,0.77656,0.68237,0.71257,0.73594,0.75848,0.6131,0.77917,0.70469,0.67455,0.69174,0.72195,0.73646,0.65841,0.71667,0.70796,0.8096,0.79807,0.74427,0.74226,0.74851,0.55476,0.70074,0.67344,0.69226,0.73132,0.71057,0.7506,0.71674,0.70841,0.70781,0.65484,0.75156,0.69747,0.63757,0.77619,0.70751,0.6131,0.71473,0.60938,0.64688,0.69948,0.69851,0.71458,0.69382,0.74442,0.70588,0.69911,0.81057,0.70513,0.71265,0.7375,0.76257,0.65275,0.82039,0.70052,0.7349,0.60632,0.64702,0.68289,0.69851,0.80588,0.72143,0.76369,0.72195,0.64531,0.70625,0.62083,0.71778,0.75744,0.71875,0.74687,0.63088,0.77865,0.7131,0.71257,0.67478,0.79435,0.74911,0.78661,0.74859,0.67247,0.69122,0.68862,0.73445,0.6439,0.78445,0.6308,0.62984,0.74687,0.70841,0.79539,0.7849,0.56741,0.73557,0.67612,0.69598,0.6715,0.73237,0.74226,0.6878,0.65781,0.74397,0.84695,0.71109,0.71726,0.68601,0.76354,0.68817,0.7314,0.72924,0.64226,0.6439,0.70469,0.73132,0.69442,0.72708,0.6907,0.63229,0.73341,0.7157,0.71362,0.70164,0.71935,0.63542,0.76049,0.71414,0.70208,0.50119,0.6974,0.7901,0.75164,0.68601,0.69115,0.67984,0.7,0.75469,0.7064,0.58713,0.65439,0.7407,0.72872,0.74293,0.71049,0.7849,0.76674,0.73341,0.69226,0.7532,0.65848,0.7532,0.67463,0.77455,0.60439,0.68765,0.75312,0.80312,0.65119,0.7564,0.63504,0.67478,0.69226,0.65685,0.72768,NaN
0.64859,0.6157,0.69591,0.84122,0.74762,0.80528,0.70074,0.65104,0.7099,0.73653,0.74851,0.79442,0.68497,0.71927,0.64375,0.58713,0.69635,0.63705,0.5907,0.76786,0.7131,0.60216,0.7756,0.68341,0.59754,0.64487,0.62567,0.62455,0.7599,0.69182,0.71786,0.75015,0.6782,0.63348,0.6183,0.75074,0.62098,0.68281,0.60737,0.759,0.81473,0.69189,0.7683,0.74018,0.69546,0.61116,0.709,0.69583,0.76935,0.7651,0.71265,0.68356,0.61168,0.59293,0.49487,0.82723,0.71778,0.7006,0.7026,0.67522,0.6997,0.57664,0.72723,0.57083,0.70223,0.5907,0.75372,0.77135,0.7058,0.60112,0.59219,0.66004,0.60379,0.58869,0.73549,0.66213,0.69851,0.80312,0.67188,0.65781,0.69323,0.60446,0.63698,0.53817,0.74762,0.68021,0.68668,0.66577,0.61265,0.62887,0.64948,0.61778,0.73043,0.70417,0.61481,0.73073,0.54435,0.60223,0.64442,0.64859,0.57768,0.72448,0.74129,0.58504,0.51458,0.76265,0.65632,0.62872,0.56682,0.67507,0.66406,0.65469,0.73333,0.64382,0.76882,0.57783,0.6881,0.55781,0.63497,0.62299,0.62083,0.69129,0.69866,0.74606,0.67827,0.44903,0.73073,0.65893,0.75156,0.84479,0.6808,0.69293,0.57359,0.57723,0.6506,0.74435,0.67708,0.62091,0.71153,0.66838,0.77812,0.7474,0.77143,0.51778,0.70677,0.68036,0.80387,0.66563,0.66734,0.77768,0.61213,0.61101,0.75372,0.70268,0.71778,0.72507,0.62463,0.68095,0.66362,0.65484,0.51406,0.62202,0.69807,0.71778,0.65231,0.7189,0.69271,0.61629,0.69286,0.74427,0.64167,0.69747,0.64449,0.7596,0.70789,0.7433,0.74702,0.70372,0.6808,0.69606,0.72887,0.72969,0.70372,0.60104,0.70112,0.58914,0.75052,0.68817,0.72463,0.60885,0.73177,0.65625,0.62619,0.67403,0.58147,0.69501,NaN
0.61436,0.57091,0.63237,0.77039,0.68601,0.73445,0.63289,0.63557,0.78609,0.6657,0.61324,0.73906,0.63929,0.65171,0.53036,0.56823,0.60171,0.73185,0.58757,0.68438,0.59033,0.6346,0.62664,0.68132,0.64531,0.6407,0.65781,0.67887,0.57984,0.64479,0.675,0.70833,0.69382,0.7,0.52143,0.68289,0.65313,0.65067,0.63966,0.67135,0.64688,0.57299,0.66518,0.71101,0.56615,0.68185,0.59948,0.6314,0.62054,0.56525,0.68021,0.49382,0.69695,0.50945,0.57106,0.74375,0.74382,0.63914,0.83713,0.58028,0.6433,0.69122,0.69688,0.62202,0.625,0.61153,0.69226,0.76838,0.55283,0.64903,0.59442,0.65469,0.58594,0.62292,0.6532,0.61302,0.61414,0.63661,0.57932,0.72254,0.67775,0.5442,0.60171,0.58594,0.62976,0.61682,0.65632,0.53333,0.65521,0.75476,0.58921,0.63445,0.65945,0.61682,0.73549,0.61838,0.64539,0.56563,0.48594,0.65677,0.65685,0.66213,0.56406,0.58594,0.61994,0.56458,0.65528,0.67351,0.57321,0.65841,0.66629,0.62567,0.6189,0.58966,0.73341,0.48393,0.68601,0.59546,0.69851,0.73237,0.72515,0.65781,0.61622,0.61257,0.60521,0.5221,0.659,0.64955,0.68192,0.70432,0.61205,0.7407,0.58624,0.70312,0.64554,0.62664,0.68765,0.5407,0.6532,0.58698,0.69598,0.65171,0.77143,0.59695,0.63921,0.65938,0.71101,0.67411,0.7099,0.67351,0.77135,0.5881,0.72664,0.63393,0.5407,0.63966,0.69948,0.6308,0.63445,0.61302,0.70275,0.57396,0.60417,0.63757,0.6782,0.60208,0.66577,0.68281,0.69062,0.62984,0.57307,0.64345,0.56726,0.56153,0.60074,0.71205,0.61146,0.74018,0.64122,0.59382,0.62664,0.59442,0.62976,0.73557,0.68549,0.58408,0.68921,0.55156,0.52969,0.53713,0.68609,0.54286,0.60759,0.67195,0.48028,0.58549,NaN
0.74204,0.82359,0.68504,0.65536,0.68958,0.63817,0.71146,0.76324,0.82106,0.74442,0.7378,0.77091,0.73259,0.72418,0.68616,0.77612,0.61064,0.83869,0.66525,0.72768,0.66176,0.74144,0.72723,0.77567,0.69903,0.75275,0.77091,0.67009,0.67314,0.72455,0.63497,0.76414,0.61838,0.7631,0.77307,0.66979,0.66935,0.63772,0.809,0.78237,0.64955,0.63802,0.65119,0.67307,0.63757,0.65,0.79487,0.61324,0.68571,0.72418,0.79851,0.73385,0.55052,0.73177,0.64561,0.69747,0.71004,0.76786,0.58251,0.74531,0.70729,0.7189,0.7506,0.7122,0.70685,0.74546,0.78661,0.76168,0.72634,0.76838,0.79085,0.69487,0.76466,0.6933,0.759,0.6782,0.67827,0.70804,0.75387,0.7221,0.78876,0.54375,0.75126,0.76778,0.78958,0.63199,0.66927,0.69539,0.66414,0.76771,0.73564,0.91317,0.68802,0.78095,0.77865,0.68564,0.80848,0.79435,0.73028,0.81257,0.66369,0.72106,0.78862,0.77091,0.72574,0.72351,0.72671,0.74598,0.66027,0.69546,0.72522,0.77522,0.72887,0.78609,0.70796,0.73646,0.73661,0.72835,0.70223,0.68713,0.70387,0.75216,0.62813,0.68802,0.67976,0.62582,0.74606,0.92307,0.74085,0.70908,0.83869,0.63802,0.67641,0.65685,0.63051,0.73348,0.7122,0.62254,0.79442,0.61674,0.72366,0.62418,0.75744,0.71942,0.67939,0.72247,0.66146,0.73304,0.81257,0.64494,0.77299,0.60015,0.72411,0.66786,0.72775,0.62046,0.70841,0.71667,0.76213,0.78132,0.62418,0.70476,0.7183,0.72567,0.64948,0.75789,0.5622,0.69591,0.7006,0.84918,0.64137,0.80238,0.68646,0.75781,0.7253,0.73244,0.78601,0.72411,0.6689,0.71823,0.70833,0.69085,0.73557,0.68095,0.5965,0.68155,0.70231,0.66778,0.65737,0.70439,0.78668,0.72366,0.68839,0.81317,0.69219,0.6401,NaN
0.65238,0.68705,0.77976,0.65737,0.69487,0.63705,0.68237,0.66109,0.66057,0.69955,0.73876,0.72917,0.73043,0.78244,0.70588,0.72813,0.52098,0.65632,0.5506,0.67865,0.55647,0.61845,0.75424,0.62768,0.70417,0.64122,0.68854,0.60022,0.68036,0.76094,0.64948,0.75573,0.6381,0.77448,0.7032,0.70216,0.74948,0.72307,0.62664,0.78438,0.6599,0.62664,0.72195,0.63653,0.62292,0.76362,0.79375,0.709,0.63668,0.76577,0.66823,0.76622,0.63705,0.59955,0.64658,0.58385,0.6808,0.84487,0.54702,0.85268,0.73132,0.65841,0.77448,0.77254,0.7526,0.7558,0.68237,0.65015,0.78147,0.58914,0.69807,0.67396,0.71354,0.73906,0.72247,0.63854,0.57403,0.71838,0.62984,0.69182,0.76577,0.45409,0.71473,0.64167,0.74799,0.59546,0.7433,0.7776,0.70885,0.63862,0.72098,0.6808,0.6308,0.80484,0.59851,0.7689,0.67924,0.61198,0.74479,0.65833,0.6657,0.73765,0.74583,0.77604,0.51421,0.7276,0.66205,0.69174,0.64249,0.75268,0.64182,0.79494,0.77463,0.69643,0.7308,0.86257,0.74487,0.66161,0.57924,0.63601,0.59338,0.74792,0.81049,0.6183,0.69323,0.50595,0.7314,0.7282,0.69807,0.68609,0.7907,0.6808,0.77426,0.64948,0.71064,0.80424,0.74442,0.7558,0.74018,0.7375,0.72775,0.59807,0.68757,0.6308,0.70223,0.84635,0.68549,0.70379,0.66458,0.57403,0.67188,0.66674,0.64487,0.64695,0.65997,0.58705,0.675,0.72507,0.7006,0.72604,0.56265,0.79323,0.79531,0.77143,0.59122,0.60885,0.66004,0.69792,0.68073,0.74494,0.71734,0.6221,0.70424,0.79643,0.83876,0.7282,0.74323,0.6907,0.69487,0.7256,0.82612,0.56994,0.74591,0.59859,0.62351,0.66168,0.71057,0.75417,0.69271,0.7939,0.69182,0.79963,0.67999,0.67768,0.74018,0.74539,NaN
0.66272,0.63177,0.7026,0.76875,0.69702,0.80781,0.69702,0.69643,0.72507,0.73281,0.72098,0.7907,0.6814,0.74382,0.5881,0.62299,0.62195,0.74271,0.56094,0.73289,0.61057,0.66109,0.80937,0.69531,0.70945,0.65156,0.6532,0.68036,0.7532,0.77455,0.71726,0.80997,0.67031,0.77976,0.68542,0.71577,0.70164,0.68966,0.61927,0.79174,0.74226,0.634,0.71667,0.65,0.70216,0.65223,0.70737,0.76414,0.72515,0.73549,0.75372,0.66421,0.67984,0.62984,0.58817,0.79851,0.74531,0.79062,0.76674,0.74442,0.70119,0.67083,0.74539,0.64539,0.74226,0.70052,0.7625,0.81362,0.66994,0.63177,0.68653,0.7282,0.69695,0.61205,0.65469,0.62403,0.70937,0.83185,0.69955,0.65528,0.67924,0.54256,0.63132,0.5782,0.7564,0.61518,0.76109,0.63185,0.7131,0.70327,0.64382,0.70781,0.78296,0.67768,0.74338,0.75737,0.625,0.65164,0.6657,0.66466,0.63333,0.73549,0.78757,0.66257,0.5433,0.74747,0.74427,0.69375,0.52783,0.70677,0.74278,0.69903,0.75164,0.67865,0.81927,0.58244,0.68437,0.65632,0.69063,0.63385,0.65476,0.74382,0.73036,0.72359,0.7381,0.43921,0.68237,0.73854,0.71153,0.78705,0.73542,0.74546,0.60335,0.66414,0.67202,0.74062,0.74539,0.66406,0.74219,0.74174,0.70997,0.7907,0.73854,0.59531,0.7032,0.70476,0.78765,0.76935,0.78341,0.76875,0.72299,0.60208,0.72188,0.70417,0.65469,0.66927,0.66987,0.70432,0.66094,0.68653,0.56362,0.67872,0.76205,0.79531,0.55171,0.6756,0.67039,0.7532,0.70789,0.76882,0.66518,0.73557,0.68452,0.69754,0.72411,0.70104,0.75997,0.72604,0.69583,0.67359,0.6439,0.62403,0.70312,0.67455,0.6526,0.56682,0.78445,0.66257,0.69695,0.63237,0.76882,0.66935,0.5997,0.69531,0.58192,0.64338,NaN
