Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148,Var149,Var150,Var151,Var152,Var153,Var154,Var155,Var156,Var157,Var158,Var159,Var160,Var161,Var162,Var163,Var164,Var165,Var166,Var167,Var168,Var169,Var170,Var171,Var172,Var173,Var174,Var175,Var176,Var177,Var178,Var179,Var180,Var181,Var182,Var183,Var184,Var185,Var186,Var187,Var188,Var189,Var190,Var191,Var192,Var193,Var194,Var195,Var196,Var197
0.76116,0.7625,0.82708,0.66927,0.71942,0.60208,0.69129,0.76049,0.75372,0.80208,0.73609,0.80997,0.87567,0.8131,0.8282,0.61518,0.62455,0.68073,0.7,0.73028,0.59754,0.63036,0.73177,0.66146,0.66935,0.64167,0.68185,0.71213,0.70997,0.79487,0.72091,0.71257,0.65938,0.82403,0.73073,0.66004,0.78966,0.78914,0.68229,0.80893,0.66153,0.71057,0.77135,0.73073,0.70789,0.72359,0.75893,0.67403,0.75067,0.7933,0.78445,0.81473,0.65536,0.61473,0.70432,0.57716,0.69583,0.79427,0.6183,0.82827,0.71838,0.73281,0.75528,0.73653,0.76466,0.7125,0.6974,0.72143,0.79338,0.61354,0.72664,0.6631,0.69747,0.71362,0.73542,0.7433,0.59219,0.75945,0.69695,0.82664,0.8808,0.64204,0.79955,0.76622,0.76317,0.71466,0.78661,0.73132,0.6907,0.61942,0.72143,0.74271,0.61161,0.93549,0.73036,0.7808,0.76615,0.69278,0.7006,0.71726,0.69323,0.87143,0.78497,0.73185,0.66778,0.75007,0.79062,0.72552,0.78564,0.81562,0.70789,0.88289,0.74903,0.77187,0.70937,0.74025,0.7849,0.67039,0.70677,0.63542,0.60528,0.79122,0.69546,0.68973,0.7282,0.63036,0.8183,0.7526,0.78914,0.64487,0.8151,0.72098,0.72366,0.68653,0.64442,0.84427,0.68966,0.69271,0.75521,0.69955,0.78445,0.69435,0.78698,0.67083,0.70685,0.74278,0.73817,0.76882,0.75164,0.63698,0.70893,0.69531,0.7474,0.76198,0.64583,0.75,0.68393,0.75588,0.74167,0.75476,0.58289,0.7657,0.81362,0.73646,0.71786,0.74695,0.70528,0.61622,0.67403,0.79747,0.61049,0.64754,0.78504,0.81577,0.78921,0.7276,0.78445,0.80052,0.74948,0.72411,0.81317,0.63914,0.8224,0.67299,0.77604,0.64859,0.77247,0.71622,0.69643,0.7183,0.79122,0.66257,0.73876,0.77083,0.7314,0.71682,NaN
0.70908,0.72604,0.69687,0.6474,0.68192,0.59583,0.61942,0.76882,0.79435,0.70208,0.70275,0.70372,0.66629,0.62872,0.67507,0.67664,0.59018,0.75469,0.60729,0.69278,0.51629,0.59911,0.59427,0.67396,0.8256,0.66354,0.71622,0.69859,0.60997,0.67195,0.68028,0.65737,0.64167,0.78966,0.61406,0.61004,0.66153,0.70268,0.69063,0.74226,0.50841,0.61577,0.63281,0.66615,0.54018,0.59338,0.68914,0.57091,0.64754,0.64851,0.74487,0.63348,0.60223,0.66161,0.71265,0.59591,0.68958,0.74115,0.70476,0.71682,0.57359,0.73385,0.69278,0.67403,0.72403,0.66354,0.65677,0.73914,0.62359,0.72813,0.77768,0.66622,0.74122,0.6282,0.67604,0.55789,0.66823,0.68237,0.60528,0.6933,0.71101,0.59516,0.80685,0.76622,0.64754,0.49591,0.69911,0.60632,0.66674,0.71942,0.6933,0.77083,0.58973,0.71257,0.88036,0.64226,0.77865,0.64278,0.59122,0.75268,0.67344,0.77351,0.65997,0.76622,0.75528,0.56987,0.65729,0.74115,0.68147,0.66979,0.7058,0.72455,0.65841,0.63542,0.62292,0.68609,0.68802,0.73393,0.78177,0.64688,0.73966,0.71935,0.60275,0.65536,0.58237,0.63557,0.71101,0.79219,0.63289,0.62195,0.69531,0.65223,0.77783,0.71778,0.67567,0.71615,0.66778,0.63542,0.72396,0.63601,0.64799,0.6256,0.67969,0.63958,0.62872,0.68341,0.61629,0.75737,0.74643,0.5599,0.71726,0.57969,0.61927,0.52344,0.63646,0.52604,0.72039,0.54546,0.72292,0.67455,0.64435,0.66362,0.70945,0.73958,0.62723,0.64799,0.56153,0.62872,0.63341,0.6381,0.66882,0.75379,0.58817,0.65432,0.67463,0.67969,0.57612,0.70469,0.75781,0.61786,0.70379,0.5308,0.75677,0.7157,0.6375,0.57567,0.67872,0.63185,0.54747,0.68289,0.6381,0.66049,0.77522,0.68646,0.65432,0.5314,NaN
0.63661,0.7183,0.68601,0.79799,0.77314,0.70268,0.68251,0.67656,0.71667,0.72455,0.77612,0.75744,0.81153,0.84167,0.6526,0.6189,0.69896,0.80007,0.61622,0.78504,0.5907,0.64018,0.81674,0.70893,0.67307,0.64747,0.65119,0.66882,0.76771,0.77046,0.70275,0.8715,0.72872,0.74025,0.74695,0.82106,0.68713,0.64167,0.64539,0.79702,0.71004,0.63304,0.68132,0.68028,0.70744,0.68564,0.74702,0.75573,0.74903,0.74062,0.77463,0.72887,0.70283,0.58095,0.6058,0.73088,0.73705,0.82299,0.67188,0.76845,0.70022,0.65841,0.82775,0.67552,0.77463,0.6808,0.74487,0.76562,0.73445,0.65789,0.67292,0.63973,0.59807,0.76421,0.71935,0.65432,0.60528,0.74948,0.72656,0.79792,0.75625,0.63207,0.70208,0.60744,0.76376,0.70781,0.72158,0.69963,0.67463,0.71064,0.77083,0.7433,0.80283,0.79844,0.64241,0.75625,0.67612,0.64025,0.66057,0.68661,0.6532,0.75,0.79911,0.65432,0.65469,0.83088,0.68705,0.72612,0.62359,0.81205,0.80104,0.77604,0.74635,0.67768,0.75893,0.6846,0.77612,0.66458,0.66049,0.58601,0.66198,0.74182,0.72314,0.7497,0.75275,0.46205,0.74375,0.75945,0.77917,0.75469,0.78445,0.7497,0.67411,0.559,0.63862,0.73862,0.82552,0.70893,0.74955,0.75952,0.71198,0.75104,0.72195,0.5808,0.66771,0.74963,0.78564,0.71615,0.75848,0.71153,0.71265,0.74487,0.76674,0.70632,0.72247,0.6308,0.6814,0.85335,0.74747,0.75119,0.6125,0.77775,0.78921,0.79643,0.67574,0.6965,0.64115,0.71057,0.81213,0.86667,0.57969,0.67507,0.81689,0.7747,0.76674,0.81882,0.8215,0.7532,0.71674,0.70699,0.72939,0.73229,0.73966,0.62031,0.65164,0.74591,0.72292,0.73244,0.69286,0.65313,0.85417,0.6901,0.65171,0.73705,0.64033,0.74241,NaN
0.76734,0.60216,0.66049,0.71726,0.67366,0.68757,0.67679,0.67917,0.79531,0.69382,0.70997,0.75171,0.67039,0.66094,0.63021,0.55588,0.70781,0.65997,0.75632,0.64077,0.69018,0.72507,0.67351,0.78132,0.68296,0.57195,0.64234,0.77247,0.69844,0.67307,0.69077,0.63661,0.62195,0.69702,0.62143,0.63929,0.62515,0.61927,0.69278,0.69963,0.67202,0.52939,0.65893,0.63289,0.60379,0.59449,0.64963,0.61875,0.73289,0.6776,0.74286,0.62835,0.60335,0.71272,0.78341,0.69702,0.6282,0.62351,0.78073,0.58981,0.7247,0.69122,0.59702,0.63125,0.6564,0.68341,0.63914,0.7901,0.5683,0.61153,0.63802,0.68609,0.67359,0.61994,0.58757,0.75692,0.65789,0.68646,0.75417,0.62552,0.69948,0.6878,0.67031,0.71421,0.67991,0.69792,0.6346,0.61161,0.56473,0.66741,0.71406,0.70007,0.62835,0.63854,0.76689,0.65885,0.64539,0.79702,0.52984,0.65692,0.71622,0.6526,0.62359,0.59234,0.76667,0.63348,0.73341,0.68914,0.58869,0.67091,0.75365,0.66615,0.6125,0.70216,0.64591,0.54658,0.59539,0.79219,0.82664,0.71987,0.57188,0.69859,0.55074,0.72835,0.68973,0.58757,0.66198,0.69018,0.66927,0.66979,0.6058,0.63147,0.64859,0.70327,0.65476,0.65789,0.66875,0.60945,0.6032,0.66838,0.62708,0.70469,0.71518,0.71882,0.57969,0.5814,0.65179,0.73021,0.73817,0.73289,0.69025,0.6256,0.62039,0.71518,0.68757,0.66778,0.58713,0.60283,0.65007,0.74754,0.6026,0.60223,0.61682,0.65945,0.71272,0.78036,0.66563,0.68296,0.70015,0.67344,0.66979,0.63705,0.64866,0.58668,0.59122,0.71518,0.65848,0.67455,0.6256,0.73147,0.54866,0.7224,0.69226,0.82292,0.71674,0.61518,0.66094,0.64546,0.60796,0.5776,0.72344,0.58021,0.63244,0.66257,0.50231,0.50751,NaN
0.65193,0.68348,0.77307,0.77046,0.69844,0.75015,0.77969,0.64189,0.62054,0.75015,0.77269,0.73289,0.77374,0.82679,0.61481,0.51205,0.64866,0.72567,0.6939,0.68132,0.60603,0.59405,0.79234,0.74077,0.75164,0.6439,0.65164,0.74769,0.74241,0.78237,0.66257,0.82091,0.72827,0.77195,0.73088,0.67344,0.7532,0.65074,0.60223,0.72455,0.78757,0.62604,0.81213,0.57671,0.6256,0.73802,0.65268,0.76585,0.63936,0.76845,0.65216,0.7625,0.69063,0.61875,0.63051,0.6532,0.69077,0.74859,0.73095,0.78333,0.8151,0.64754,0.78132,0.72835,0.67195,0.66473,0.65171,0.74658,0.69665,0.59598,0.57574,0.63914,0.75476,0.82924,0.72515,0.73497,0.55796,0.73981,0.67626,0.72262,0.7372,0.60677,0.62054,0.65789,0.66406,0.78564,0.68437,0.71778,0.66153,0.72031,0.75179,0.64077,0.70312,0.78564,0.64479,0.82783,0.63921,0.72507,0.62039,0.6256,0.70379,0.69658,0.70476,0.66726,0.62001,0.74278,0.71473,0.60484,0.62329,0.81161,0.73199,0.79137,0.79085,0.77098,0.75848,0.67135,0.78921,0.62679,0.64234,0.71682,0.56897,0.75476,0.72552,0.71562,0.78341,0.42842,0.65908,0.6965,0.72887,0.72001,0.76213,0.69688,0.66756,0.70945,0.68624,0.71109,0.8346,0.69702,0.70327,0.79018,0.67731,0.68616,0.7215,0.65015,0.73929,0.69382,0.77656,0.72731,0.62247,0.71109,0.7058,0.71004,0.67671,0.784,0.67515,0.69911,0.62143,0.82135,0.6689,0.75997,0.60595,0.84903,0.73862,0.69077,0.65313,0.73028,0.77522,0.70476,0.81257,0.72054,0.62314,0.59353,0.81719,0.68646,0.76019,0.834,0.77403,0.65588,0.64442,0.74062,0.71094,0.68199,0.65796,0.64501,0.74494,0.63728,0.72054,0.70789,0.63289,0.69345,0.72679,0.67731,0.64204,0.64702,0.62708,0.70104,NaN
0.6535,0.62879,0.66213,0.70327,0.73125,0.73609,0.60625,0.7747,0.81272,0.78296,0.62426,0.76882,0.69405,0.6971,0.66637,0.68862,0.58147,0.68036,0.62984,0.72664,0.58571,0.55186,0.65015,0.66109,0.62507,0.68296,0.68757,0.70551,0.63147,0.67455,0.75164,0.6631,0.56421,0.66726,0.75432,0.74375,0.66726,0.71168,0.76004,0.79174,0.63601,0.70573,0.66994,0.75015,0.68028,0.66458,0.69174,0.61429,0.70655,0.70126,0.76935,0.65156,0.61094,0.55469,0.59769,0.68914,0.68296,0.7314,0.61689,0.67552,0.59479,0.63661,0.68601,0.61429,0.76414,0.62254,0.7689,0.77939,0.69196,0.66004,0.74606,0.5407,0.58445,0.62143,0.73609,0.59278,0.60952,0.71324,0.59033,0.74293,0.75126,0.53958,0.73772,0.68132,0.775,0.5622,0.75156,0.6256,0.74747,0.74375,0.68147,0.73921,0.65781,0.74345,0.71823,0.61689,0.68452,0.60789,0.71882,0.73028,0.60536,0.72314,0.7032,0.6532,0.6622,0.63497,0.66942,0.7314,0.7061,0.69754,0.77418,0.73981,0.71116,0.69754,0.62254,0.64167,0.74702,0.60647,0.63452,0.67775,0.81429,0.72507,0.69583,0.63906,0.68185,0.56436,0.78251,0.73869,0.72418,0.6997,0.77307,0.69531,0.65975,0.67351,0.71905,0.7189,0.62366,0.55171,0.72984,0.63237,0.68199,0.6971,0.77307,0.60171,0.6221,0.65789,0.66563,0.69137,0.78341,0.56265,0.73237,0.58348,0.78765,0.63244,0.63296,0.60067,0.71362,0.67917,0.72359,0.68028,0.62001,0.61935,0.6808,0.74546,0.68906,0.64435,0.58616,0.58445,0.63289,0.77522,0.52158,0.65446,0.6375,0.71302,0.71176,0.73557,0.6881,0.80119,0.71161,0.62656,0.77812,0.57418,0.75327,0.62158,0.74338,0.62634,0.71897,0.72195,0.61882,0.64501,0.76272,0.67574,0.74985,0.87359,0.64115,0.73073,NaN
0.69606,0.7651,0.64844,0.72917,0.66369,0.6276,0.60119,0.61726,0.73549,0.78698,0.61682,0.73237,0.64911,0.71049,0.61518,0.65632,0.63653,0.69063,0.58802,0.72872,0.5689,0.5465,0.69167,0.63073,0.62612,0.6349,0.66674,0.69077,0.69591,0.73289,0.68393,0.68705,0.5599,0.72768,0.78125,0.68348,0.63393,0.75112,0.69219,0.69382,0.65997,0.69546,0.68125,0.66458,0.65737,0.58869,0.68445,0.62455,0.58348,0.73132,0.67143,0.67567,0.69338,0.52775,0.60275,0.6558,0.61198,0.69479,0.59382,0.72775,0.62827,0.52708,0.7058,0.59747,0.66518,0.6401,0.74167,0.7157,0.73765,0.68594,0.68549,0.50528,0.63862,0.70164,0.76927,0.62612,0.59896,0.69018,0.66414,0.70112,0.74382,0.54464,0.62716,0.64487,0.75744,0.63601,0.72463,0.64643,0.6683,0.77932,0.59591,0.70573,0.709,0.72351,0.62046,0.66257,0.72917,0.67455,0.75112,0.67716,0.54375,0.63757,0.69591,0.64174,0.62039,0.66518,0.69323,0.59479,0.63616,0.64323,0.71049,0.71362,0.69018,0.76823,0.61823,0.69077,0.74479,0.59591,0.56979,0.61094,0.6933,0.62924,0.68869,0.64338,0.70893,0.56838,0.74382,0.70312,0.63237,0.67976,0.82187,0.58713,0.52418,0.66205,0.70119,0.77917,0.65372,0.53698,0.7151,0.68132,0.62768,0.56987,0.70312,0.59323,0.67716,0.63393,0.58244,0.59747,0.72403,0.60208,0.68757,0.63542,0.84167,0.6375,0.64427,0.54948,0.69695,0.73452,0.63802,0.65112,0.54695,0.72143,0.72976,0.73073,0.74129,0.65268,0.59747,0.53237,0.66205,0.75737,0.49851,0.6189,0.63557,0.63088,0.73869,0.65312,0.75268,0.69375,0.58542,0.61942,0.71682,0.64487,0.68958,0.56414,0.68594,0.65848,0.62299,0.61049,0.68341,0.68132,0.69487,0.62143,0.62991,0.82135,0.659,0.76734,NaN
0.67783,0.6625,0.73021,0.66302,0.72567,0.70833,0.71629,0.69278,0.7006,0.72083,0.75171,0.70685,0.75275,0.80685,0.66882,0.68393,0.56518,0.64635,0.61042,0.65737,0.60067,0.63973,0.6974,0.78646,0.70685,0.65104,0.74122,0.65588,0.7058,0.74799,0.76466,0.74695,0.63229,0.79591,0.77448,0.69338,0.78966,0.74851,0.77292,0.7433,0.74799,0.63348,0.83698,0.68073,0.59851,0.69546,0.75268,0.66778,0.63088,0.79435,0.67507,0.78869,0.57723,0.63348,0.73452,0.60528,0.71771,0.79115,0.64955,0.81577,0.7965,0.69531,0.74903,0.83237,0.70841,0.78125,0.73802,0.64747,0.74338,0.64167,0.61414,0.66518,0.73185,0.80737,0.75104,0.72351,0.53281,0.70007,0.65216,0.74539,0.77455,0.52329,0.66205,0.6756,0.67567,0.65216,0.72098,0.75632,0.63757,0.74129,0.77768,0.68646,0.60223,0.81049,0.61786,0.81205,0.6224,0.70528,0.71935,0.72039,0.73698,0.73497,0.73705,0.74747,0.58653,0.7157,0.675,0.70052,0.68356,0.7625,0.70476,0.81726,0.72091,0.75937,0.69688,0.76317,0.82552,0.72664,0.60052,0.73854,0.58653,0.79747,0.81734,0.66786,0.7532,0.55536,0.75997,0.73073,0.69226,0.67924,0.79948,0.71473,0.70908,0.80528,0.77879,0.75052,0.77299,0.68021,0.73333,0.7433,0.6657,0.5881,0.77135,0.69896,0.63705,0.72716,0.67567,0.74382,0.63914,0.64323,0.67768,0.68906,0.73177,0.70677,0.71667,0.62813,0.66622,0.71525,0.66042,0.79851,0.60372,0.80007,0.76674,0.71771,0.73869,0.70632,0.70112,0.68497,0.71778,0.7506,0.66466,0.61629,0.78192,0.70952,0.81734,0.84323,0.75007,0.69115,0.68906,0.71682,0.80067,0.64226,0.68073,0.68237,0.78229,0.71421,0.7131,0.7256,0.6058,0.74018,0.7006,0.78132,0.72106,0.74896,0.65327,0.72932,NaN
0.61734,0.66153,0.73862,0.69851,0.66116,0.68132,0.70179,0.58229,0.61406,0.77195,0.75685,0.76421,0.75476,0.78594,0.68646,0.55588,0.62031,0.73185,0.72507,0.64702,0.59955,0.6407,0.82976,0.67195,0.64234,0.67195,0.59546,0.70997,0.69219,0.73244,0.56577,0.75223,0.63445,0.72827,0.67143,0.64866,0.6814,0.71615,0.59278,0.73713,0.72827,0.67314,0.75268,0.57976,0.75692,0.75699,0.68713,0.70937,0.67039,0.68385,0.63661,0.7096,0.66272,0.54397,0.55528,0.67202,0.72195,0.73289,0.59323,0.76168,0.84033,0.62872,0.72827,0.67188,0.62202,0.70841,0.64226,0.76198,0.69018,0.58966,0.60365,0.64234,0.72359,0.69807,0.76257,0.76317,0.65789,0.70208,0.70417,0.69427,0.83385,0.5253,0.65469,0.58921,0.68616,0.76979,0.67522,0.65848,0.66473,0.55491,0.64219,0.67195,0.7221,0.76354,0.64501,0.7776,0.64539,0.71577,0.64546,0.65379,0.68497,0.70885,0.67984,0.65484,0.47917,0.81473,0.66778,0.59539,0.67932,0.81153,0.64115,0.75365,0.77812,0.75841,0.78966,0.6247,0.77664,0.56094,0.58601,0.66674,0.50938,0.71734,0.67262,0.67522,0.74598,0.48757,0.65885,0.73705,0.7099,0.78542,0.81518,0.70335,0.60171,0.62202,0.65164,0.74539,0.72188,0.7032,0.69695,0.684,0.71458,0.65469,0.7808,0.6907,0.75781,0.70015,0.71429,0.62083,0.67254,0.69226,0.69963,0.6256,0.67351,0.78705,0.64382,0.72716,0.56838,0.78408,0.70945,0.73504,0.5151,0.67723,0.67932,0.65945,0.56585,0.70848,0.71875,0.68609,0.73765,0.77031,0.61979,0.67768,0.75491,0.67106,0.7631,0.70893,0.81473,0.62143,0.66935,0.6846,0.69866,0.64115,0.61414,0.57917,0.69487,0.59643,0.71406,0.59859,0.70484,0.68698,0.78594,0.63646,0.60119,0.66882,0.67418,0.61064,NaN
0.58787,0.55692,0.5965,0.73765,0.775,0.75484,0.65,0.58408,0.7096,0.62359,0.70551,0.67507,0.7253,0.67835,0.58824,0.64174,0.62522,0.65223,0.57671,0.68914,0.55134,0.55186,0.73452,0.67359,0.61257,0.61734,0.60007,0.58363,0.69397,0.66518,0.73289,0.7756,0.57359,0.65789,0.68244,0.75,0.62976,0.64293,0.60692,0.70424,0.74539,0.60885,0.64182,0.6814,0.72091,0.65208,0.68862,0.69554,0.70967,0.68564,0.74435,0.66094,0.59531,0.49531,0.50394,0.81726,0.79546,0.72515,0.61376,0.6849,0.61667,0.60848,0.69539,0.56429,0.80164,0.62254,0.82515,0.67626,0.70759,0.64754,0.62731,0.54695,0.54382,0.58705,0.68296,0.56778,0.5564,0.68824,0.6247,0.63668,0.65126,0.55833,0.58772,0.55945,0.72813,0.54033,0.71719,0.61622,0.65997,0.64688,0.64085,0.66109,0.83281,0.6747,0.5651,0.67626,0.56577,0.51726,0.70007,0.62403,0.55536,0.64501,0.77507,0.6032,0.49658,0.76935,0.60067,0.69077,0.57798,0.75067,0.68981,0.69606,0.68304,0.56942,0.69442,0.60417,0.72202,0.56272,0.62827,0.56525,0.65491,0.69382,0.74896,0.76406,0.78497,0.39561,0.70126,0.66057,0.64918,0.75908,0.67619,0.70156,0.61287,0.55164,0.65967,0.68452,0.72366,0.62984,0.65171,0.72299,0.61949,0.69397,0.70432,0.51421,0.57835,0.66726,0.69375,0.61324,0.67716,0.63765,0.54174,0.59911,0.7064,0.64182,0.61109,0.57879,0.58237,0.79479,0.61734,0.67091,0.43564,0.65997,0.70268,0.76109,0.57656,0.61935,0.58304,0.6782,0.72664,0.75335,0.49658,0.64509,0.67188,0.6724,0.69301,0.77307,0.79122,0.68869,0.72098,0.64219,0.72188,0.62731,0.71577,0.51845,0.61838,0.61071,0.66585,0.70007,0.7032,0.56064,0.74085,0.60699,0.57798,0.72359,0.60677,0.73698,NaN
0.76577,0.70789,0.81622,0.63341,0.63356,0.69747,0.69918,0.80573,0.70208,0.70372,0.8282,0.71161,0.78653,0.76771,0.80781,0.61682,0.62292,0.65737,0.72039,0.70067,0.63966,0.59122,0.73966,0.69435,0.78348,0.6308,0.60848,0.77299,0.72708,0.6965,0.75379,0.74546,0.65476,0.77567,0.74487,0.61793,0.87254,0.7875,0.69018,0.81682,0.71317,0.65595,0.80424,0.73237,0.67202,0.73772,0.76057,0.66615,0.69903,0.80417,0.70484,0.80387,0.66949,0.61637,0.74018,0.56629,0.6631,0.82716,0.69167,0.82366,0.74501,0.8032,0.76317,0.82865,0.77879,0.71414,0.64903,0.71354,0.75424,0.60893,0.7375,0.62098,0.75848,0.75275,0.71205,0.73869,0.50007,0.67969,0.62031,0.79375,0.84792,0.5904,0.81667,0.78036,0.66481,0.68177,0.79762,0.80796,0.75484,0.66481,0.78854,0.7131,0.60074,0.8151,0.68199,0.83542,0.77403,0.67567,0.64598,0.6439,0.75737,0.82917,0.71786,0.71473,0.66615,0.70171,0.69539,0.70841,0.74025,0.77976,0.72813,0.825,0.7474,0.78914,0.74226,0.76064,0.74903,0.66875,0.69591,0.68705,0.62865,0.87411,0.71585,0.66637,0.72359,0.52872,0.78542,0.70424,0.70625,0.67448,0.79174,0.73824,0.87827,0.70067,0.76153,0.80216,0.81615,0.7256,0.72247,0.76369,0.74531,0.63021,0.76362,0.69747,0.68021,0.78192,0.66481,0.79844,0.69702,0.63862,0.68557,0.60945,0.65528,0.76362,0.67247,0.74539,0.67619,0.69501,0.6933,0.7939,0.5625,0.81734,0.76213,0.7381,0.66324,0.69234,0.76927,0.71161,0.75692,0.73333,0.6901,0.64591,0.76793,0.73616,0.81882,0.76674,0.72984,0.73653,0.76987,0.75074,0.81481,0.65625,0.79903,0.67135,0.76518,0.63445,0.74271,0.74911,0.61682,0.73542,0.72708,0.76094,0.83713,0.73497,0.69554,0.6497,NaN
0.51324,0.58854,0.54688,0.54635,0.51525,0.55729,0.59963,0.58757,0.61518,0.66042,0.534,0.6433,0.50379,0.6058,0.50112,0.63914,0.48601,0.61406,0.61771,0.52403,0.63296,0.72932,0.52135,0.61042,0.59643,0.69271,0.70268,0.54859,0.46935,0.58132,0.51362,0.53341,0.64583,0.63237,0.52969,0.55067,0.54487,0.50268,0.62813,0.59539,0.49278,0.47827,0.61094,0.59427,0.45685,0.62879,0.59226,0.53549,0.56942,0.51101,0.61778,0.46786,0.46369,0.68869,0.60744,0.56987,0.65417,0.62135,0.54539,0.56786,0.59546,0.60052,0.56049,0.61778,0.51362,0.72396,0.6026,0.64539,0.55484,0.65313,0.6006,0.76935,0.59643,0.5782,0.56458,0.5183,0.63802,0.59591,0.6157,0.6308,0.56101,0.40871,0.66622,0.54018,0.54025,0.51674,0.50432,0.46362,0.55528,0.63088,0.63497,0.65104,0.50432,0.5907,0.70744,0.51414,0.53385,0.66362,0.56205,0.71935,0.53906,0.57664,0.5381,0.66518,0.64174,0.54903,0.59896,0.67135,0.71585,0.58021,0.5381,0.54435,0.57612,0.61771,0.62292,0.55484,0.59323,0.66622,0.51198,0.6125,0.59174,0.52455,0.55692,0.49182,0.50841,0.70744,0.55789,0.67969,0.65893,0.58132,0.64219,0.59807,0.48512,0.65424,0.54025,0.53385,0.48653,0.51667,0.68229,0.46414,0.63237,0.4808,0.61094,0.59792,0.61622,0.59487,0.59963,0.56778,0.58497,0.55677,0.72351,0.5526,0.57448,0.46094,0.57396,0.49167,0.57976,0.51109,0.57812,0.6131,0.80164,0.48341,0.5407,0.57604,0.52098,0.61778,0.54903,0.57143,0.48237,0.57768,0.66882,0.64963,0.50588,0.54807,0.62567,0.57344,0.49591,0.58594,0.64635,0.55536,0.559,0.52768,0.52865,0.69695,0.53125,0.62567,0.62455,0.48705,0.41935,0.63601,0.5183,0.61153,0.6221,0.58229,0.56786,0.46265,NaN
0.75804,0.71146,0.67604,0.75469,0.80484,0.68125,0.69234,0.77299,0.86726,0.79688,0.72254,0.87351,0.74234,0.77351,0.68653,0.70268,0.67351,0.77865,0.56563,0.8157,0.61525,0.72515,0.72031,0.77187,0.72351,0.68438,0.71101,0.66629,0.73914,0.80424,0.74382,0.77716,0.65313,0.85945,0.76198,0.76109,0.6782,0.70372,0.71771,0.7933,0.65007,0.55432,0.67135,0.69844,0.64122,0.65379,0.7683,0.68132,0.77046,0.82768,0.83341,0.76265,0.6189,0.65952,0.69598,0.72507,0.73438,0.81719,0.67768,0.74286,0.67463,0.7474,0.77195,0.7407,0.78445,0.79583,0.82969,0.7558,0.7215,0.68333,0.75372,0.69851,0.69851,0.64799,0.67188,0.6131,0.69531,0.83028,0.74799,0.74435,0.76205,0.60662,0.69539,0.68289,0.86421,0.63549,0.76265,0.68028,0.65841,0.81109,0.76726,0.85,0.72515,0.83237,0.79182,0.6933,0.72344,0.70007,0.69539,0.75997,0.65365,0.73705,0.80164,0.73914,0.69799,0.71778,0.75521,0.80469,0.62314,0.72083,0.74122,0.79122,0.73445,0.69583,0.71146,0.67775,0.72344,0.78289,0.72344,0.60417,0.67507,0.75789,0.69442,0.74077,0.77403,0.56577,0.7308,0.84948,0.80372,0.68237,0.77135,0.6814,0.68304,0.6907,0.64546,0.83906,0.7157,0.6625,0.74375,0.72143,0.75841,0.67976,0.7526,0.62813,0.60789,0.75632,0.73609,0.76778,0.8506,0.69844,0.71205,0.72552,0.81719,0.65885,0.64062,0.62708,0.67143,0.76213,0.69375,0.76622,0.5933,0.70528,0.81049,0.825,0.66265,0.73966,0.5657,0.72351,0.69695,0.83289,0.66674,0.709,0.72671,0.80536,0.75379,0.76198,0.77403,0.82135,0.73802,0.68452,0.76734,0.64122,0.77656,0.72299,0.72917,0.67775,0.72664,0.77664,0.72976,0.6433,0.76101,0.68653,0.64189,0.75625,0.63348,0.72932,NaN
